English,Hindi,Santali
It is here that the ideals of the Indian system are open to all progress if it is not so.,यह त भरतय वयवसथ वल यगयत म शरषठ ह त सर तरकक क रसत खल हए ह यद ऐस नह ह त नक रगडत रह जओ तरकक कस दर भगत रहग,"ᱱᱚᱸᱰᱮ ᱫᱚ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱱ ᱥᱤᱥᱴᱮᱢ ᱣᱟᱞᱤ ᱢᱮᱨᱤᱴ ᱨᱮ ᱡᱚᱛᱚ ᱠᱷᱚᱱ ᱪᱮᱛᱟᱱ ᱨᱮ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ, ᱮᱱᱠᱷᱟᱱ ᱞᱟᱦᱟᱱᱛᱤ ᱨᱮᱱᱟᱜ ᱥᱟᱱᱟᱢ ᱰᱟᱦᱟᱨ ᱠᱷᱩᱞᱟᱹ ᱜᱮᱭᱟ, ᱡᱩᱫᱤ ᱚᱱᱟ ᱵᱟᱝ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ, ᱮᱱᱠᱷᱟᱱ ᱢᱩᱸᱫ ᱜᱟᱥᱟᱣ ᱠᱟᱛᱮ ᱞᱟᱦᱟᱱᱛᱤ ᱠᱚ ᱥᱟᱦᱟ ᱨᱮᱜᱮ ᱫᱟᱹᱲ ᱮᱫᱟᱭ"
Animals show doctors from time to time to protect them from diseases.,पशपलक जनवर क समयसमय पर डकटर दखत ह तक बमरय स बचव ह सक,ᱡᱤᱭᱟᱹᱞᱤ ᱟᱹᱥᱩᱞ ᱠᱚ ᱡᱟᱣᱜᱮ ᱰᱟᱠᱛᱟᱨ ᱠᱚ ᱧᱮᱞ ᱠᱚᱣᱟ ᱡᱟᱛᱮ ᱩᱱᱠᱩ ᱟᱡᱟᱨ ᱠᱷᱚᱱ ᱠᱚ ᱵᱟᱧᱪᱟᱣ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ
"If farmers slander their fields on different times, the same harvest will be at different times and get a better sense in the market.","यद कसन अपन खत म अलगअलग समय पर बवई कर, त एक ह फसल क कटई अलगअलग समय पर हग और बजर म बहतर भव मल सकत ह","ᱡᱩᱫᱤ ᱪᱟᱹᱥᱤ ᱠᱚ ᱟᱠᱚᱣᱟᱜ ᱵᱟᱹᱫᱽ ᱨᱮ ᱵᱷᱮᱜᱟᱨ ᱵᱷᱮगᱟᱨ ᱚᱠᱛᱚ ᱨᱮᱠᱚ ᱨᱚᱦᱚᱭᱼᱟ, ᱮᱱᱠᱷᱟᱱ ᱢᱤᱫ ᱪᱟᱥ ᱫᱚ ᱵᱷᱮᱯᱮᱜᱟᱨ ᱚᱠᱛᱚ ᱨᱮ ᱠᱚ ᱪᱟᱥᱟ ᱟᱨ ᱵᱟᱡᱟᱨ ᱨᱮ ᱟᱨᱦᱚᱸ ᱵᱷᱟᱜᱮ ᱜᱚᱱᱚᱝ ᱠᱚ ᱧᱟᱢ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ"
Food shop has a long line of rows.,रशन क दकन म लमब कतर लग ह,ᱨᱮᱥᱚᱱ ᱫᱳᱠᱟᱱ ᱨᱮ ᱡᱮᱞᱮᱧ ᱞᱟᱹᱭᱤᱱ ᱢᱮᱱᱟᱜᱼᱟ
"In traditional society farmers share the joys and troubles of each other, and this tradition presents the example of collectiveity and brotherhood as an example of mutual cooperation in the harvest season.","गरमण समज म कसन एकदसर क सखदख म सझदर हत ह, और खत क繁忙 मसम म सहयग क यह परपर समहकत और भईचर क मसल परसतत करत ह",ᱟᱹᱛᱩ ᱥᱟᱶᱛᱟ ᱨᱮ ᱪᱟᱹᱥᱤ ᱠᱚ ᱟᱠᱚ ᱟᱠᱚᱣᱟᱜ ᱨᱟᱹᱥᱠᱟᱹ ᱟᱨ ᱫᱩᱠ ᱨᱮ ᱵᱷᱟᱜᱽᱭᱟᱹ ᱠᱚ ᱦᱩᱭᱩᱜᱼᱟ ᱟᱨ ᱪᱟᱥ ᱨᱮᱭᱟᱜ ᱑᱕ ᱥᱮᱨᱢᱟ ᱨᱮ ᱜᱚᱲᱚ ᱨᱮᱭᱟᱜ ᱱᱚᱶᱟ ᱥᱮᱨᱣᱟ ᱫᱚ ᱢᱤᱫ ᱥᱟᱶᱛᱮ ᱟᱨ ᱵᱚᱭᱦᱟ ᱠᱚᱣᱟᱜ ᱫᱟᱹᱭᱠᱟᱹ ᱠᱚ ᱩᱫᱩᱜᱼᱟ
What my wifes Email Is,मर पतन क ईमल कय ह,ᱤᱧ ᱵᱟᱹᱦᱩᱣᱟᱜ ᱤᱢᱮᱞ ᱪᱮᱫ ᱠᱟᱱᱟ?
"In ashamed, in marriage, at the home entry, they are invited only.","शरदध म, ववह म, गह परवश अनषठन म, इनह ह आमतरत कय जत ह","ᱵᱷᱟᱸᱰᱟᱱ ᱨᱮ, ᱵᱟᱯᱞᱟ ᱨᱮ, ᱚᱲᱟᱜ ᱵᱟᱯᱞᱟ ᱟᱹᱭᱟᱹᱨᱤ ᱨᱮ ᱱᱩᱭ ᱜᱮᱠᱚ ᱱᱮᱣᱛᱟ ᱮ ᱠᱟᱱᱟ"
"Much effort was made to keep in the dark and even if it was stated, information was given in a very limited realm.",अधर म रखन क भरपर कशश क गई और अगर बतय भ गय त बहत ह समत दयर म जनकर द गई,ᱧᱩᱛᱟᱹᱛ ᱨᱮ ᱫᱚᱦᱚ ᱞᱟᱹᱜᱤᱫ ᱟᱹᱰᱤ ᱠᱩᱨᱩᱢᱩᱴᱩ ᱦᱩᱭ ᱞᱮᱱᱟ ᱟᱨ ᱡᱩᱫᱤ ᱞᱟᱹᱭ ᱦᱩᱭ ᱞᱮᱱ ᱨᱮᱦᱚᱸ ᱟᱹᱰᱤ ᱠᱚᱢ ᱴᱚᱴᱷᱟ ᱨᱮ ᱰᱚᱜᱚᱨ ᱮᱢ ᱦᱩᱭ ᱞᱮᱱᱟ
I told her and put my question in front of her.,मन भ बतय और अपन सवल क उनक समन रख,ᱤᱧ ᱦᱚᱧ ᱞᱟᱭ ᱠᱮᱫᱟ ᱟᱨ ᱤᱧᱟᱜ ᱠᱩᱠᱞᱤ ᱩᱱᱤ ᱥᱟᱢᱟᱜ ᱨᱮᱧ ᱫᱚᱦᱚ ᱠᱮᱫᱟ
v The company would need to maintain the maximum cost of research and development in one of the previous three financial years.,v. कपन क परतयकष वदश नवश हसल हन क परववरत तन वततय वरष म स कस म कए गए अनसधन एव वकस क अधकतम वयय क सतर क बनए रखन आवशयक हग,v. ᱠᱚᱢᱯᱟᱹᱱᱤ ᱫᱚ ᱥᱚᱡᱷᱮ ᱵᱤᱫᱮᱥᱤ ᱯᱩᱸᱡᱤ ᱧᱟᱢ ᱢᱟᱬᱟᱝ ᱨᱮᱱᱟᱜ ᱯᱮᱭᱟ ᱠᱟᱹᱣᱰᱤ ᱥᱮᱨᱢᱟ ᱢᱩᱫᱽ ᱨᱮ ᱡᱟᱦᱟᱸ ᱨᱮᱜᱮ ᱠᱚᱨᱟᱣ ᱟᱠᱟᱱ ᱠᱷᱚᱸᱫᱽᱨᱚᱸᱫᱽ ᱟᱨ ᱩᱛᱱᱟᱹᱣ ᱨᱮᱱᱟᱜ ᱡᱚᱛᱚ ᱠᱷᱚᱱ ᱵᱟᱹᱲᱛᱤ ᱠᱷᱚᱨᱚᱪ ᱨᱮᱱᱟᱜ ᱛᱷᱟᱠ ᱫᱚ ᱵᱚᱡᱟᱭ ᱫᱚᱦᱚ ᱞᱟᱹᱠᱛᱤ ᱦᱩᱭᱩᱜᱼᱟ
"When farmers buy products and seeds by means of refrigerated committees, they are available with high quality items at low prices and also with frauds.","गव म जब कसन सहकर समतय क मधयम स खद और बज खरदत ह, त उनह कम कमत पर उचच गणवतत क वसतए उपलबध हत ह और धखधड स भ बचव हत ह","ᱟᱹᱛᱩ ᱨᱮ ᱡᱚᱠᱷᱚᱱ ᱪᱟᱹᱥᱤ ᱠᱚ ᱜᱚᱯᱚᱲᱚ ᱥᱚᱝᱚᱥᱛᱷᱟ ᱦᱚᱛᱮᱛᱮ ᱠᱷᱚᱛ ᱟᱨ ᱤᱛᱟᱹ ᱠᱚ ᱠᱤᱨᱤᱧᱟ, ᱩᱱᱠᱚ ᱫᱚ ᱠᱚᱢ ᱜᱚᱱᱚᱝ ᱛᱮ ᱩᱥᱩᱞ ᱢᱟᱹᱱ ᱨᱮᱭᱟᱜ ᱡᱤᱱᱤᱥ ᱠᱚ ᱧᱟᱢᱟ ᱟᱨ ᱮᱲᱮ ᱠᱷᱚᱱ ᱦᱚᱸ ᱠᱚ ᱵᱟᱧᱪᱟᱣᱟ"
"Its a good option to make fourys of full blown foods available to the population, so that four can be kept safe for a long time.","पशओ क लए वरषभर पषक ततव स भरपर चर क उपलबधत बनए रखन हत सइलज बनन एक अचछ वकलप ह, जसस चर क लब समय तक सरकषत रख ज सकत ह","ᱥᱮᱨᱢᱟ ᱡᱤᱣᱟᱹᱞᱤ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱯᱩᱥᱴᱤ ᱯᱮᱨᱮᱡ ᱡᱚᱢᱟᱜ ᱧᱟᱢ ᱫᱚᱦᱚ ᱞᱟᱹᱜᱤᱫ ᱥᱟᱭᱞᱮᱡᱽ ᱵᱮᱱᱟᱣ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱵᱷᱟᱜᱮ ᱩᱯᱟᱹᱭ ᱠᱟᱱᱟ, ᱡᱟᱦᱟᱸ ᱫᱚ ᱡᱮᱞᱮᱧ ᱚᱠᱛᱚ ᱞᱟᱹᱜᱤᱫ ᱡᱚᱢᱟᱜ ᱨᱩᱠᱷᱤᱭᱟᱹ ᱫᱚᱦᱚ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ"
Men often wear hats such as hats or belts.,परष अकसर टप य पगड जस शरवसतर पहनत ह,ᱠᱚᱲᱟ ᱠᱚᱫᱚ ᱡᱟᱣᱜᱮ ᱴᱩᱯᱤ ᱥᱮ ᱯᱟᱜᱽᱲᱤ ᱞᱮᱠᱟᱱ ᱵᱚᱦᱚᱜ ᱨᱮᱭᱟᱜ ᱦᱚᱨᱚᱜ ᱵᱟᱸᱫᱮ ᱠᱚ ᱦᱚᱨᱚᱜᱟ
Im very happy today to have come among scholars who are responsible for every company in the country.,आज मझ बहत खश ह क म ऐस वदवन क बच आय ह ज इस बत क लए जममदर ह क दश म मजद परतयक कपन,ᱛᱮᱦᱮᱧ ᱤᱧ ᱟᱹᱰᱤ ᱨᱟᱹᱥᱠᱟᱹᱧ ᱟᱹᱭᱠᱟᱹᱣ ᱮᱫᱟ ᱡᱮ ᱤᱧ ᱱᱚᱝᱠᱟᱱ ᱯᱚᱱᱰᱤᱛ ᱠᱚ ᱛᱟᱞᱟᱨᱮᱧ ᱥᱮᱴᱮᱨ ᱟᱠᱟᱱᱟ ᱡᱟᱦᱟᱸᱭ ᱫᱚ ᱫᱤᱥᱚᱢ ᱨᱮ ᱢᱮᱱᱟᱜ ᱥᱟᱱᱟᱢ ᱠᱚᱢᱯᱟᱱᱤ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱫᱟᱹᱭᱵᱷᱟᱨ ᱮ ᱮᱢ ᱟᱠᱟᱫᱟ
"Who started putting the animal into the biogloss plant, which gives them gas to fuel and is also prepared for the fields.","कसन न पश अपशषट क बयगस सयतर म डलन शर कर दय ह, जसस उनह ईधन क लए गस मलत ह और खत क लए उततम जवक खद भ तयर हत ह","ᱪᱟᱹᱥᱤ ᱠᱚ ᱡᱤᱭᱟᱹᱞᱤ ᱠᱚᱣᱟᱜ ᱵᱟᱹᱲᱤᱡ ᱡᱤᱱᱤᱥ ᱠᱚ ᱵᱟᱭᱳᱜᱮᱥ ᱯᱞᱟᱱᱴ ᱨᱮ ᱫᱚᱦᱚ ᱠᱚ ᱮᱦᱚᱵ ᱟᱠᱟᱫᱟ, ᱡᱟᱦᱟᱸ ᱫᱚ ᱩᱱᱠᱩ ᱞᱟᱹᱜᱤᱫ ᱥᱩᱱᱩᱢ ᱞᱟᱹᱜᱤᱫ ᱜᱮᱥ ᱮ ᱮᱢ ᱟᱠᱟᱫᱟ ᱟᱨ ᱵᱟᱹᱫᱽ ᱞᱟᱹᱜᱤᱫ ᱟᱹᱰᱤ ᱱᱟᱯᱟᱭ ᱡᱚᱭᱵᱤᱠ ᱥᱟᱨ ᱦᱚᱸ ᱠᱚ ᱵᱮᱱᱟᱣ ᱟᱠᱟᱫᱟ"
"What when modern technology is used with traditional farming, the product costs and benefits increase.","कसन जब परपरगत खत क सथ आधनक तकनक अपनत ह, त उतपदन लगत घटत ह और लभ अधक हत ह","ᱪᱟᱹᱥᱤ ᱠᱚ ᱡᱚᱠᱷᱚᱱ ᱥᱮᱨᱣᱟ ᱟᱱᱟᱜ ᱪᱟᱥ ᱥᱟᱞᱟᱜ ᱱᱟᱦᱟᱜ ᱠᱟᱹᱭᱫᱩᱥ ᱠᱚ ᱦᱟᱛᱟᱣᱟ, ᱩᱱᱫᱚ ᱟᱨᱡᱟᱣ ᱠᱷᱚᱨᱚᱪ ᱠᱚᱢᱚᱜᱼᱟ ᱟᱨ ᱟᱨᱡᱟᱣ ᱰᱷᱮᱨᱚᱜᱼᱟ"
Only play Scriptural music,कवल शसतरय सगत बजए,ᱮᱠᱷᱮᱱ ᱥᱟᱥᱛᱨᱤᱭᱚ ᱥᱮᱨᱮᱧ ᱨᱩᱭ ᱢᱮ
"Dobha Gandhi was a agricultural scientist in the north country of the country, and he died in 1976.",दरब गध उततर परदश सरकर क कष वजञनक थ और वरष १९७६ म उनक नधन ह गय थ .,ᱫᱳᱨᱟᱵ ᱜᱟᱱᱫᱷᱤ ᱩᱛᱛᱚᱨ ᱯᱨᱚᱫᱮᱥ ᱥᱚᱨᱠᱟᱨ ᱨᱮᱱ ᱢᱤᱫ ᱪᱟᱥ ᱥᱟᱬᱮᱥᱤᱭᱟᱹᱭ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱟᱨ ᱑᱙᱗᱖ ᱥᱟᱹᱦᱤᱛ ᱨᱮ ᱜᱩᱨ ᱞᱮᱱᱟᱭ
"I am grateful for the Godfearing father, who sent us good news.",पजय मरर बप क म भ आभर ह क उनहन बहत अचछ सनदश हम सबक दय,ᱯᱩᱡᱟᱹ ᱢᱩᱨᱟᱨᱤ ᱵᱟᱯᱩ ᱴᱷᱮᱱ ᱦᱚᱸ ᱤᱧ ᱥᱟᱨᱦᱟᱣ ᱤᱧ ᱵᱩᱡᱷᱟᱹᱣ ᱮᱫᱟ ᱡᱮ ᱩᱱᱤ ᱫᱚ ᱟᱵᱚ ᱥᱟᱱᱟᱢ ᱠᱚ ᱟᱹᱰᱤ ᱱᱟᱯᱟᱭ ᱥᱟᱸᱫᱮᱥ ᱮ ᱮᱢ ᱠᱮᱫᱟ
A young man in Thailand had to lose his life all over the country.,इस पर operation म थईलड क नसन क एक जवन क अपन जन भ गवन पड,ᱱᱚᱣᱟ ᱥᱟᱱᱟᱢ ᱚᱯᱟᱨᱮᱥᱚᱱ ᱨᱮ ᱛᱷᱟᱭᱞᱮᱱᱰ ᱨᱮᱱ ᱫᱟᱜ ᱯᱷᱟᱹᱫᱽ ᱨᱮᱱ ᱢᱤᱫ ᱡᱟᱣᱟᱱ ᱦᱚᱸ ᱟᱡᱟᱜ ᱡᱤᱣᱤ ᱠᱚ ᱟᱫ ᱠᱮᱫᱟ
In the village farmers meet collectively harvest.,गव म कसन समहक रप स कटई पर करत ह,ᱟᱹᱛᱩ ᱨᱮᱱ ᱪᱟᱹᱥᱤ ᱠᱚ ᱢᱤᱫ ᱥᱟᱶᱛᱮ ᱪᱟᱥ ᱠᱚ ᱢᱩᱪᱟᱹᱫᱼᱟ
"The women of the village are in the court of the green vegetables, and provide them water regularly.",गव क महलए घर क आगन म हर सबजय क बवई करत ह और उनह नयमत रप स पन दत ह,ᱟᱹᱛᱩ ᱨᱮᱱ ᱛᱤᱨᱞᱟᱹ ᱠᱚ ᱚᱲᱟᱜ ᱯᱤᱪᱷᱟᱹ ᱨᱮ ᱦᱟᱹᱨᱭᱟᱹᱲ ᱟᱲᱟᱜ ᱠᱚ ᱨᱚᱦᱚᱭᱼᱟ ᱟᱨ ᱩᱱᱠᱩ ᱞᱮᱛᱟᱲ ᱫᱟᱜ ᱠᱚ ᱮᱢᱼᱟ
This is a special occasion for celebrating.,यह उतसव मनन क वशष अवसर ह,ᱱᱚᱣᱟ ᱯᱟᱨᱟᱵᱽ ᱢᱟᱱᱟᱣ ᱨᱮᱭᱟᱜ ᱟᱹᱰᱤ ᱱᱟᱯᱟᱭ ᱚᱠᱛᱚ ᱠᱟᱱᱟ
The farmers look at the weather information and determine when to reap and reap.,कसन मसम क जनकर दखकर तय करत ह क फसल क कटई और बवई कस समय करन चहए,ᱪᱟᱹᱥᱤ ᱠᱚ ᱦᱚᱭᱼᱦᱤᱥᱤᱫ ᱨᱮᱭᱟᱜ ᱰᱚᱜᱚᱨ ᱧᱮᱞ ᱠᱟᱛᱮ ᱠᱚ ᱜᱚᱴᱟᱼᱟ ᱡᱮ ᱚᱠᱟ ᱚᱠᱛᱚ ᱨᱮ ᱵᱤᱨᱤᱫ ᱦᱟᱛᱟᱣ ᱟᱨ ᱵᱤᱨᱤᱫ ᱦᱳᱭᱳᱜᱼᱟ
The program of visiting the cows was held in Ravlorizenti Pauls presence in Rustri.,गय भट करन क यह करयकरम रवड क रषटरपत पल कगम क उपसथत म रवर आदरश गरम म आयजत कय गय,ᱨᱩᱣᱟᱱᱰᱟ ᱨᱮᱱ ᱫᱤᱥᱚᱢ ᱜᱚᱢᱠᱮ ᱯᱚᱞ ᱠᱟᱜᱟᱢᱮ ᱟᱜ ᱥᱮᱴᱮᱨ ᱨᱮ ᱨᱩᱣᱟᱨᱩ ᱟᱫᱚᱨᱥᱚ ᱟᱹᱛᱩ ᱨᱮ ᱰᱟᱹᱝᱜᱽᱨᱤ ᱮᱢᱚᱜ ᱨᱮᱭᱟᱜ ᱱᱚᱶᱟ ᱠᱟᱹᱢᱤᱦᱚᱨᱟ ᱫᱚ ᱦᱩᱭ ᱞᱮᱱᱟ
"With hunting centers, these are done in the glaciers or annual mass hunting and free time","शकर सकलन क सथ, परद य वरषक समहक शकर तथ खल समय म कय जत ह",ᱯᱟᱨᱫᱤ ᱥᱮ ᱥᱮᱨᱢᱟᱠᱤᱭᱟᱹ ᱢᱟᱨᱟᱝ ᱥᱮᱸᱫᱽᱨᱟ ᱟᱨ ᱡᱤᱨᱟᱹᱣ ᱚᱠᱛᱮ ᱨᱮ ᱥᱮᱸᱫᱽᱨᱟ ᱥᱟᱶᱛᱮ ᱠᱚᱨᱟᱣ ᱦᱩᱭᱩᱜᱼᱟ
"The city of Prague is ruled by a police meeting, which is chosen through social elections, with 70 members from 55 to 70.","परग नगर सभ दवर सवयतत रप स परशसत ह, ज नगरपलक चनव क मधयम स चन जत ह और इसम 55 स 70 सदसय हत ह","ᱯᱨᱟᱜᱽ ᱱᱟᱜᱟᱨ ᱯᱚᱨᱤᱥᱚᱫᱽ ᱦᱚᱛᱮᱛᱮ ᱱᱤᱡᱮᱨᱟᱜ ᱞᱮᱠᱟᱛᱮ ᱪᱟᱪᱟᱞᱟᱣ ᱦᱩᱭᱩᱜᱼᱟ, ᱡᱟᱦᱟᱸ ᱯᱳᱣᱨᱚ ᱵᱟᱪᱷᱱᱟᱣ ᱛᱟᱞᱟᱛᱮ ᱵᱟᱪᱷᱱᱟᱣ ᱦᱩᱭᱩᱜᱼᱟ ᱟᱨ ᱕᱕ ᱠᱷᱚᱱ ᱗᱐ ᱦᱚᱲ ᱨᱟᱹᱥᱭᱟᱹ ᱟᱛᱮ ᱵᱮᱱᱟᱣ ᱟᱠᱟᱱᱟ"
The bright sun must protect when working in the fields in the summer.,गरमय म खत म कम करत समय तज धप स बचव करन चहए,ᱥᱤᱛᱩᱝ ᱫᱤᱱ ᱵᱟᱹᱫᱽ ᱨᱮ ᱠᱟᱹᱢᱤ ᱚᱠᱛᱚ ᱥᱤᱛᱩᱝᱜ ᱠᱷᱚᱱ ᱵᱟᱧᱪᱟᱣ ᱞᱟᱹᱠᱛᱤ ᱠᱟᱱᱟ
Youll understand.,आप वह कय करग,ᱟᱢ ᱚᱱᱰᱮ ᱪᱮᱫ ᱮᱢ ᱪᱤᱠᱟᱹᱭᱟ?
Brother Nkunddo said on Sunday that it was just to attend the conference election.,भजप अधयकष वकय नयड न अननदरमक स गठबधन जर रखन स एक तरह स इनकर करत हए रववर क यह कह क यह सरफ लकसभ चनव क लए थ .,"ᱵᱤᱡᱮᱯᱤ ᱥᱚᱵᱷᱟ ᱜᱚᱢᱠᱮ ᱵᱷᱮᱝᱠᱟᱭᱟ ᱱᱟᱭᱰᱩ, ᱮᱹᱟᱭᱹᱮᱹᱰᱤᱹᱮᱢᱮᱹᱠ ᱥᱟᱶ ᱡᱳᱴ ᱪᱟᱞᱟᱣ ᱤᱫᱤ ᱨᱮᱭᱟᱜ ᱠᱟᱛᱷᱟ ᱵᱟᱝ ᱥᱤᱠᱟᱹᱨ ᱠᱟᱛᱮ ᱥᱤᱸᱜᱮ ᱢᱟᱦᱟ ᱱᱚᱸᱰᱮ ᱞᱟᱹᱭ ᱟᱠᱟᱫᱟᱭ ᱡᱮ, ᱱᱚᱶᱟ ᱫᱚ ᱠᱷᱟᱹᱞᱤ ᱞᱳᱠᱥᱚᱵᱷᱟ ᱵᱟᱪᱷᱱᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱠᱟᱱᱟ"
Whether they ever come or not?,व कभ आत ह य नह?,ᱩᱱᱠᱩ ᱛᱤᱥ ᱠᱚ ᱦᱤᱡᱩᱜᱼᱟ ᱥᱮ ᱵᱟᱝᱟ ?
"In the field in which the line blouse and new technology are used, saving time, water and hard.","कसन खत म लइन बवई और नई सचई तकनक अपनत ह, जसस समय, पन और महनत क बचत हत ह","ᱪᱟᱹᱥᱤ ᱠᱚ ᱵᱟᱹᱫᱽ ᱨᱮ ᱞᱟᱭᱤᱱ ᱨᱚᱦᱚᱭ ᱟᱨ ᱱᱟᱶᱟ ᱫᱟᱜ ᱯᱟᱴᱟᱣ ᱠᱟᱹᱭᱫᱩᱥ ᱠᱚ ᱦᱟᱛᱟᱣᱟ, ᱡᱟᱦᱟᱸ ᱠᱷᱟᱹᱛᱤᱨ ᱚᱠᱛᱚ, ᱫᱟᱜ ᱟᱨ ᱠᱩᱨᱩᱢᱩᱴᱩ ᱥᱟᱧᱪᱟᱣᱚᱜᱼᱟ"
He urged officials to promote this process.,उनहन अधकर परशकषणरथय स इस परकरय क बढव दन क आगरह कय,ᱩᱱᱤ ᱫᱚ ᱟᱹᱢᱟᱹᱞᱤᱭᱟᱹ ᱠᱚ ᱥᱮᱪᱮᱫ ᱦᱟᱛᱟᱣᱤᱭᱟᱹ ᱠᱚ ᱱᱚᱶᱟ ᱦᱚᱨᱟ ᱠᱚ ᱯᱟᱥᱱᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱮ ᱞᱟᱹᱭ ᱥᱚᱫᱚᱨ ᱞᱮᱫᱟ
The rest is all right.,बक सब ठक ह,ᱢᱩᱪᱟᱹᱫ ᱫᱚ ᱴᱷᱤᱠ ᱜᱮᱭᱟ
"Its been this year at a time of wheat harvest, which expects farmers to get good crops.","इस सल आल क फसल क बवई समय पर ह गई ह, जसस कसन क उममद ह क उनह अचछ पदवर मलग","ᱱᱚᱣᱟ ᱥᱮᱨᱢᱟ ᱚᱠᱛᱚ ᱨᱮ ᱟᱞᱩ ᱪᱟᱥ ᱨᱚᱦᱚᱭ ᱦᱩᱭ ᱟᱠᱟᱱᱟ, ᱡᱟᱦᱟᱸ ᱛᱮ ᱪᱟᱹᱥᱤ ᱠᱚ ᱟᱥᱟ ᱟᱠᱟᱱᱟ ᱡᱮ ᱩᱱᱠᱩ ᱵᱷᱟᱜᱮ ᱟᱨᱡᱟᱣ ᱠᱚ ᱧᱟᱢᱟ"
There was a great panic of rats in a village.,एक गव म चह क बहत आतक थ,ᱢᱤᱫᱴᱟᱹᱝ ᱟᱹᱛᱩ ᱨᱮ ᱜᱩᱰᱩ ᱨᱮᱭᱟᱜ ᱟᱹᱰᱤ ᱠᱚ ᱵᱚᱛᱚᱨ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ
"For example, in Ramatnaum of Karnatina, Kodilla, Tamil speaking people in the Netherlands, there are many places to be named, many of the places in the north, and many names can be counted.","जस, करनटक क रमनगरम म चननपटन, आनधर परदश क कषण म कडपलल, तमलनड म तजर, असम म धबर, उततर परदश क वरणस कई ऐस सथन ह, कई नम गन सकत ह","ᱡᱮᱞᱮᱠᱟ, ᱠᱚᱨᱱᱟᱴᱚᱠ ᱨᱮᱱᱟᱜ ᱨᱟᱢᱱᱚᱜᱚᱨᱚᱢ ᱨᱮᱱᱟᱜ ᱪᱚᱱᱱᱟᱯᱚᱛᱱᱟ, ᱚᱱᱫᱷᱨᱚᱯᱨᱚᱫᱮᱥ ᱨᱮᱱᱟᱜ ᱠᱨᱤᱥᱱᱟ ᱨᱮᱱᱟᱜ ᱠᱳᱱᱰᱟᱯᱚᱞᱞᱤ, ᱛᱟᱢᱤᱞᱱᱟᱰᱩ ᱨᱮᱱᱟᱜ ᱛᱟᱱᱡᱳᱨ, ᱟᱥᱟᱢ ᱨᱮᱱᱟᱜ ᱫᱷᱩᱵᱨᱤ, ᱩᱛᱛᱚᱨᱯᱨᱚᱫᱮᱥ ᱨᱮᱱᱟᱜ ᱵᱟᱨᱟᱱᱥᱤᱼ ᱱᱚᱝᱠᱟᱱ ᱟᱭᱢᱟ ᱴᱷᱟᱶ ᱢᱮᱱᱟᱜᱼᱟ, ᱟᱭᱢᱟ ᱧᱩᱛᱩᱢ ᱞᱟᱹᱭ ᱜᱟᱱᱚᱜᱼᱟ"
"In his sad message, Rasbs, the lion said that C.",अपन शक सदश म रण क. प. सह न कह क स.,"ᱨᱟᱱᱟ ᱠᱮᱹᱯᱤᱹ ᱥᱤᱝ ᱟᱡᱟᱜ ᱫᱩᱠ ᱥᱟᱸᱫᱮᱥ ᱨᱮ ᱢᱮᱱ ᱞᱮᱫᱟᱭ ᱡᱮ,"
A culture protectss security and repair of cultural sites under plan.,ससकत सरकषत यजन क तहत ससकतक सथल क सरकष और मरममत क जत ह,ᱞᱟᱠᱪᱟᱨ ᱨᱟᱠᱷᱟ ᱫᱚᱦᱚ ᱯᱚᱨᱤᱠᱚᱞᱯᱚᱱᱟ ᱨᱮᱭᱟᱜ ᱟᱣᱛᱟᱨᱮ ᱞᱟᱠᱪᱟᱨ ᱴᱷᱟᱶ ᱠᱚ ᱨᱩᱠᱷᱤᱭᱟᱹ ᱟᱨ ᱡᱚᱛᱨᱟᱣ ᱦᱩᱭᱩᱜᱼᱟ
"Who knows when they use natural disasters to protect crops, the cost is low and the environment is safe?","कसन जब फसल क सरकष क लए परकतक उपय अपनत ह, त लगत कम हत ह और परयवरण सरकषत रहत ह","ᱪᱟᱹᱥᱤ ᱡᱚᱠᱷᱚᱱ ᱪᱟᱥᱵᱟᱥ ᱨᱩᱠᱷᱤᱭᱟᱹ ᱞᱟᱹᱜᱤᱫ ᱥᱟᱪᱟᱨᱦᱮᱫ ᱩᱯᱟᱹᱭ ᱠᱚ ᱦᱟᱛᱟᱣᱟ, ᱩᱱᱫᱚ ᱠᱷᱚᱨᱚᱪ ᱠᱚᱢᱚᱜᱼᱟ ᱟᱨ ᱞᱟᱭᱚᱝ ᱨᱩᱠᱷᱤᱭᱟᱹ ᱛᱟᱦᱮᱱᱟ"
